trade_no,symbol,entry_time,exit_time,side,exit_reason,entry_price,exit_price,quantity,pnl_usd,fee_usd,net_pnl,result,balance_after
49,PAXGUSDT,2025-05-18 18:20:00+00:00,2025-05-18 19:40:00+00:00,SHORT,TP,3212.86,3209.6471,15.562458,50.0,35.0,15.0,WIN,10735.0
50,PAXGUSDT,2025-05-18 21:55:00+00:00,2025-05-18 22:00:00+00:00,LONG,TP,3224.01,3227.234,15.508637,50.0,35.0,15.0,WIN,10750.0
51,PAXGUSDT,2025-05-19 08:30:00+00:00,2025-05-19 08:50:00+00:00,LONG,TP,3250.49,3253.7405,15.382296,50.0,35.0,15.0,WIN,10765.0
52,PAXGUSDT,2025-05-19 16:05:00+00:00,2025-05-19 16:20:00+00:00,SHORT,TP,3246.74,3243.4933,15.400063,50.0,35.0,15.0,WIN,10780.0
53,PAXGUSDT,2025-05-20 08:00:00+00:00,2025-05-20 08:35:00+00:00,LONG,TP,3239.3,3242.5393,15.435434,50.0,35.0,15.0,WIN,10795.0
54,PAXGUSDT,2025-05-21 12:50:00+00:00,2025-05-21 13:50:00+00:00,SHORT,TP,3306.98,3303.673,15.119535,50.0,35.0,15.0,WIN,10810.0
55,PAXGUSDT,2025-05-21 19:25:00+00:00,2025-05-21 19:30:00+00:00,LONG,TP,3327.52,3330.8475,15.026206,50.0,35.0,15.0,WIN,10825.0
56,PAXGUSDT,2025-05-22 08:35:00+00:00,2025-05-22 08:35:00+00:00,SHORT,TP,3319.92,3316.6001,15.060604,50.0,35.0,15.0,WIN,10840.0
57,PAXGUSDT,2025-05-23 23:25:00+00:00,2025-05-25 22:20:00+00:00,SHORT,TP,3352.93,3349.5771,14.91233,50.0,35.0,15.0,WIN,10855.0
58,PAXGUSDT,2025-05-26 08:40:00+00:00,2025-05-26 09:25:00+00:00,SHORT,TP,3340.6,3337.2594,14.967371,50.0,35.0,15.0,WIN,10870.0
59,PAXGUSDT,2025-05-26 14:15:00+00:00,2025-05-26 16:40:00+00:00,LONG,TP,3347.33,3350.6773,14.937278,50.0,35.0,15.0,WIN,10885.0
60,PAXGUSDT,2025-05-27 01:45:00+00:00,2025-05-27 05:25:00+00:00,SHORT,TP,3341.91,3338.5681,14.961504,50.0,35.0,15.0,WIN,10900.0
61,PAXGUSDT,2025-05-27 17:25:00+00:00,2025-05-27 18:30:00+00:00,LONG,TP,3313.61,3316.9236,15.089283,50.0,35.0,15.0,WIN,10915.0
62,PAXGUSDT,2025-05-28 07:55:00+00:00,2025-05-28 10:00:00+00:00,LONG,TP,3331.42,3334.7514,15.008615,50.0,35.0,15.0,WIN,10930.0
63,PAXGUSDT,2025-05-28 14:20:00+00:00,2025-05-28 15:00:00+00:00,SHORT,TP,3315.2,3311.8848,15.082046,50.0,35.0,15.0,WIN,10945.0
64,PAXGUSDT,2025-05-29 06:35:00+00:00,2025-05-29 07:10:00+00:00,LONG,TP,3287.4,3290.6874,15.209588,50.0,35.0,15.0,WIN,10960.0
65,PAXGUSDT,2025-05-29 23:15:00+00:00,2025-05-30 00:20:00+00:00,SHORT,TP,3325.24,3321.9148,15.036509,50.0,35.0,15.0,WIN,10975.0
66,PAXGUSDT,2025-05-30 12:25:00+00:00,2025-05-30 12:25:00+00:00,LONG,TP,3313.03,3316.343,15.091925,50.0,35.0,15.0,WIN,10990.0
67,PAXGUSDT,2025-05-30 14:00:00+00:00,2025-05-30 14:00:00+00:00,SHORT,TP,3290.08,3286.7899,15.197199,50.0,35.0,15.0,WIN,11005.0
68,PAXGUSDT,2025-05-30 21:10:00+00:00,2025-05-31 02:50:00+00:00,LONG,TP,3303.1,3306.4031,15.137295,50.0,35.0,15.0,WIN,11020.0
69,PAXGUSDT,2025-05-31 03:45:00+00:00,2025-06-01 18:55:00+00:00,LONG,TP,3307.5,3310.8075,15.117158,50.0,35.0,15.0,WIN,11035.0
70,PAXGUSDT,2025-06-03 01:20:00+00:00,2025-06-03 03:40:00+00:00,SHORT,TP,3373.66,3370.2863,14.820699,50.0,35.0,15.0,WIN,11050.0
71,PAXGUSDT,2025-06-03 21:05:00+00:00,2025-06-03 21:30:00+00:00,LONG,TP,3364.19,3367.5542,14.862419,50.0,35.0,15.0,WIN,11065.0
72,PAXGUSDT,2025-06-04 05:35:00+00:00,2025-06-04 11:25:00+00:00,SHORT,TP,3361.41,3358.0486,14.87471,50.0,35.0,15.0,WIN,11080.0
73,PAXGUSDT,2025-06-05 09:00:00+00:00,2025-06-05 09:00:00+00:00,LONG,TP,3389.0,3392.389,14.753615,50.0,35.0,15.0,WIN,11095.0
74,PAXGUSDT,2025-06-05 15:30:00+00:00,2025-06-05 15:30:00+00:00,SHORT,TP,3378.61,3375.2314,14.798985,50.0,35.0,15.0,WIN,11110.0
75,PAXGUSDT,2025-06-05 22:50:00+00:00,2025-06-06 00:05:00+00:00,LONG,TP,3377.96,3381.338,14.801833,50.0,35.0,15.0,WIN,11125.0
76,PAXGUSDT,2025-06-06 07:15:00+00:00,2025-06-06 07:45:00+00:00,SHORT,TP,3376.6,3373.2234,14.807795,50.0,35.0,15.0,WIN,11140.0
77,PAXGUSDT,2025-06-07 08:55:00+00:00,2025-06-08 04:40:00+00:00,LONG,TP,3333.67,3337.0037,14.998485,50.0,35.0,15.0,WIN,11155.0
78,PAXGUSDT,2025-06-08 14:55:00+00:00,2025-06-09 06:50:00+00:00,LONG,TP,3337.77,3341.1078,14.980062,50.0,35.0,15.0,WIN,11170.0
79,PAXGUSDT,2025-06-09 13:30:00+00:00,2025-06-10 01:25:00+00:00,SHORT,TP,3332.77,3329.4372,15.002535,50.0,35.0,15.0,WIN,11185.0
80,PAXGUSDT,2025-06-10 07:20:00+00:00,2025-06-10 07:30:00+00:00,LONG,TP,3342.21,3345.5522,14.960161,50.0,35.0,15.0,WIN,11200.0
81,PAXGUSDT,2025-06-10 15:20:00+00:00,2025-06-10 16:15:00+00:00,SHORT,TP,3338.89,3335.5511,14.975037,50.0,35.0,15.0,WIN,11215.0
82,PAXGUSDT,2025-06-11 00:20:00+00:00,2025-06-11 00:40:00+00:00,LONG,TP,3343.36,3346.7034,14.955015,50.0,35.0,15.0,WIN,11230.0
83,PAXGUSDT,2025-06-11 10:35:00+00:00,2025-06-11 10:55:00+00:00,SHORT,TP,3348.87,3345.5211,14.930409,50.0,35.0,15.0,WIN,11245.0
84,PAXGUSDT,2025-06-11 12:40:00+00:00,2025-06-11 21:25:00+00:00,LONG,TP,3369.55,3372.9195,14.838777,50.0,35.0,15.0,WIN,11260.0
85,PAXGUSDT,2025-06-12 07:45:00+00:00,2025-06-24 00:00:00+00:00,SHORT,TP,3358.2,3354.8418,14.888929,50.0,35.0,15.0,WIN,11275.0
86,PAXGUSDT,2025-06-24 19:40:00+00:00,2025-06-24 20:40:00+00:00,LONG,TP,3343.53,3346.8735,14.954255,50.0,35.0,15.0,WIN,11290.0
87,PAXGUSDT,2025-06-25 08:15:00+00:00,2025-06-25 09:05:00+00:00,SHORT,TP,3342.87,3339.5271,14.957207,50.0,35.0,15.0,WIN,11305.0
88,PAXGUSDT,2025-06-25 16:25:00+00:00,2025-06-25 16:40:00+00:00,LONG,TP,3341.61,3344.9516,14.962847,50.0,35.0,15.0,WIN,11320.0
89,PAXGUSDT,2025-06-26 06:20:00+00:00,2025-06-26 12:50:00+00:00,SHORT,TP,3343.6,3340.2564,14.953942,50.0,35.0,15.0,WIN,11335.0
90,PAXGUSDT,2025-06-26 12:55:00+00:00,2025-06-26 13:00:00+00:00,SHORT,TP,3338.48,3335.1415,14.976876,50.0,35.0,15.0,WIN,11350.0
91,PAXGUSDT,2025-06-26 19:05:00+00:00,2025-07-01 09:50:00+00:00,LONG,TP,3347.44,3350.7874,14.936788,50.0,35.0,15.0,WIN,11365.0
92,PAXGUSDT,2025-07-01 22:50:00+00:00,2025-07-02 12:15:00+00:00,LONG,TP,3348.52,3351.8685,14.93197,50.0,35.0,15.0,WIN,11380.0
93,PAXGUSDT,2025-07-03 01:05:00+00:00,2025-07-03 12:30:00+00:00,SHORT,TP,3346.15,3342.8039,14.942546,50.0,35.0,15.0,WIN,11395.0
94,PAXGUSDT,2025-07-03 20:35:00+00:00,2025-07-03 22:10:00+00:00,SHORT,TP,3330.21,3326.8798,15.014068,50.0,35.0,15.0,WIN,11410.0
95,PAXGUSDT,2025-07-04 03:30:00+00:00,2025-07-04 03:40:00+00:00,LONG,TP,3335.29,3338.6253,14.9912,50.0,35.0,15.0,WIN,11425.0
96,PAXGUSDT,2025-07-04 17:15:00+00:00,2025-07-04 19:20:00+00:00,LONG,TP,3341.18,3344.5212,14.964773,50.0,35.0,15.0,WIN,11440.0
97,PAXGUSDT,2025-07-05 13:20:00+00:00,2025-07-05 16:35:00+00:00,LONG,TP,3343.68,3347.0237,14.953584,50.0,35.0,15.0,WIN,11455.0
98,PAXGUSDT,2025-07-06 05:00:00+00:00,2025-07-11 12:30:00+00:00,LONG,TP,3344.24,3347.5842,14.95108,50.0,35.0,15.0,WIN,11470.0
99,PAXGUSDT,2025-07-11 21:20:00+00:00,2025-07-11 22:25:00+00:00,SHORT,TP,3346.14,3342.7939,14.942591,50.0,35.0,15.0,WIN,11485.0
100,PAXGUSDT,2025-07-12 01:05:00+00:00,2025-07-15 13:35:00+00:00,SHORT,TP,3344.33,3340.9857,14.950678,50.0,35.0,15.0,WIN,11500.0
101,PAXGUSDT,2025-07-16 03:50:00+00:00,2025-07-16 04:50:00+00:00,LONG,TP,3339.88,3343.2199,14.970598,50.0,35.0,15.0,WIN,11515.0
102,PAXGUSDT,2025-07-16 12:30:00+00:00,2025-07-16 13:30:00+00:00,SHORT,TP,3340.46,3337.1195,14.967998,50.0,35.0,15.0,WIN,11530.0
103,PAXGUSDT,2025-07-16 15:10:00+00:00,2025-07-16 15:15:00+00:00,LONG,TP,3356.4,3359.7564,14.896913,50.0,35.0,15.0,WIN,11545.0
104,PAXGUSDT,2025-07-17 14:45:00+00:00,2025-07-17 16:20:00+00:00,LONG,TP,3341.1,3344.4411,14.965131,50.0,35.0,15.0,WIN,11560.0
105,PAXGUSDT,2025-07-18 00:10:00+00:00,2025-07-18 01:25:00+00:00,SHORT,TP,3341.86,3338.5181,14.961728,50.0,35.0,15.0,WIN,11575.0
106,PAXGUSDT,2025-07-18 07:20:00+00:00,2025-07-18 07:40:00+00:00,LONG,TP,3346.96,3350.307,14.93893,50.0,35.0,15.0,WIN,11590.0
107,PAXGUSDT,2025-07-19 05:55:00+00:00,2025-07-21 05:10:00+00:00,LONG,TP,3360.8,3364.1608,14.87741,50.0,35.0,15.0,WIN,11605.0
108,PAXGUSDT,2025-07-21 21:40:00+00:00,2025-07-22 01:55:00+00:00,SHORT,TP,3392.51,3389.1175,14.73835,50.0,35.0,15.0,WIN,11620.0
109,PAXGUSDT,2025-07-22 12:20:00+00:00,2025-07-22 12:25:00+00:00,LONG,TP,3397.5,3400.8975,14.716703,50.0,35.0,15.0,WIN,11635.0
110,PAXGUSDT,2025-07-23 01:25:00+00:00,2025-07-23 02:20:00+00:00,SHORT,TP,3422.79,3419.3672,14.607966,50.0,35.0,15.0,WIN,11650.0
111,PAXGUSDT,2025-07-23 08:45:00+00:00,2025-07-23 09:10:00+00:00,LONG,TP,3426.68,3430.1067,14.591383,50.0,35.0,15.0,WIN,11665.0
112,PAXGUSDT,2025-07-23 13:20:00+00:00,2025-07-23 13:20:00+00:00,SHORT,TP,3415.29,3411.8747,14.640045,50.0,35.0,15.0,WIN,11680.0
113,PAXGUSDT,2025-07-24 01:30:00+00:00,2025-07-24 02:10:00+00:00,SHORT,TP,3390.91,3387.5191,14.745304,50.0,35.0,15.0,WIN,11695.0
114,PAXGUSDT,2025-07-24 15:00:00+00:00,2025-08-04 13:50:00+00:00,LONG,TP,3377.93,3381.3079,14.801965,50.0,35.0,15.0,WIN,11710.0
115,PAXGUSDT,2025-08-04 23:25:00+00:00,2025-08-05 02:15:00+00:00,LONG,TP,3378.46,3381.8385,14.799642,50.0,35.0,15.0,WIN,11725.0
116,PAXGUSDT,2025-08-05 03:25:00+00:00,2025-08-05 05:00:00+00:00,SHORT,TP,3375.2,3371.8248,14.813937,50.0,35.0,15.0,WIN,11740.0
117,PAXGUSDT,2025-08-05 13:45:00+00:00,2025-08-05 14:20:00+00:00,LONG,TP,3375.81,3379.1858,14.81126,50.0,35.0,15.0,WIN,11755.0
118,PAXGUSDT,2025-08-05 23:50:00+00:00,2025-08-07 07:25:00+00:00,LONG,TP,3382.8,3386.1828,14.780655,50.0,35.0,15.0,WIN,11770.0
119,PAXGUSDT,2025-08-07 11:10:00+00:00,2025-08-07 21:05:00+00:00,SHORT,TP,3374.0,3370.626,14.819206,50.0,35.0,15.0,WIN,11785.0
120,PAXGUSDT,2025-08-08 01:15:00+00:00,2025-08-08 11:20:00+00:00,SHORT,TP,3380.49,3377.1095,14.790755,50.0,35.0,15.0,WIN,11800.0
121,PAXGUSDT,2025-08-09 01:40:00+00:00,2025-08-28 08:35:00+00:00,LONG,TP,3388.24,3391.6282,14.756924,50.0,35.0,15.0,WIN,11815.0
122,PAXGUSDT,2025-08-29 01:05:00+00:00,2025-08-29 01:35:00+00:00,SHORT,TP,3411.18,3407.7688,14.657684,50.0,35.0,15.0,WIN,11830.0
123,PAXGUSDT,2025-08-29 09:35:00+00:00,2025-09-22 17:35:00+00:00,SHORT,SL,3408.4,3749.24,14.66964,-5000.0,35.0,-5035.0,LOSS,6795.0
124,PAXGUSDT,2025-09-23 03:00:00+00:00,2025-09-24 16:00:00+00:00,SHORT,TP,3749.5,3745.7505,13.335111,50.0,35.0,15.0,WIN,6810.0
125,PAXGUSDT,2025-09-24 23:45:00+00:00,2025-09-25 00:05:00+00:00,LONG,TP,3751.79,3755.5418,13.326972,50.0,35.0,15.0,WIN,6825.0
126,PAXGUSDT,2025-09-25 04:10:00+00:00,2025-09-25 13:40:00+00:00,SHORT,TP,3738.8,3735.0612,13.373275,50.0,35.0,15.0,WIN,6840.0
127,PAXGUSDT,2025-09-25 18:50:00+00:00,2025-09-26 13:05:00+00:00,LONG,TP,3760.7,3764.4607,13.295397,50.0,35.0,15.0,WIN,6855.0
128,PAXGUSDT,2025-09-26 21:20:00+00:00,2025-09-26 23:35:00+00:00,SHORT,TP,3772.42,3768.6476,13.254092,50.0,35.0,15.0,WIN,6870.0
129,PAXGUSDT,2025-09-27 20:10:00+00:00,2025-09-28 20:30:00+00:00,SHORT,TP,3773.24,3769.4668,13.251211,50.0,35.0,15.0,WIN,6885.0
130,PAXGUSDT,2025-09-28 22:25:00+00:00,2025-09-28 23:45:00+00:00,LONG,TP,3774.46,3778.2345,13.246928,50.0,35.0,15.0,WIN,6900.0
131,PAXGUSDT,2025-09-30 08:20:00+00:00,2025-09-30 08:20:00+00:00,SHORT,TP,3843.2,3839.3568,13.009992,50.0,35.0,15.0,WIN,6915.0
132,PAXGUSDT,2025-09-30 15:40:00+00:00,2025-09-30 16:05:00+00:00,LONG,TP,3847.68,3851.5277,12.994844,50.0,35.0,15.0,WIN,6930.0
133,PAXGUSDT,2025-10-02 03:20:00+00:00,2025-10-02 08:50:00+00:00,LONG,TP,3877.04,3880.917,12.896436,50.0,35.0,15.0,WIN,6945.0
134,PAXGUSDT,2025-10-02 14:35:00+00:00,2025-10-02 14:35:00+00:00,SHORT,TP,3865.4,3861.5346,12.935272,50.0,35.0,15.0,WIN,6960.0
135,PAXGUSDT,2025-10-03 07:40:00+00:00,2025-10-03 07:55:00+00:00,LONG,TP,3865.97,3869.836,12.933365,50.0,35.0,15.0,WIN,6975.0
136,PAXGUSDT,2025-10-04 01:00:00+00:00,2025-10-04 12:40:00+00:00,LONG,TP,3888.01,3891.898,12.860049,50.0,35.0,15.0,WIN,6990.0
137,PAXGUSDT,2025-10-05 04:00:00+00:00,2025-10-05 06:00:00+00:00,SHORT,TP,3893.5,3889.6065,12.841916,50.0,35.0,15.0,WIN,7005.0
138,PAXGUSDT,2025-10-05 17:05:00+00:00,2025-10-10 21:15:00+00:00,SHORT,TP,3892.7,3888.8073,12.844555,50.0,35.0,15.0,WIN,7020.0
139,PAXGUSDT,2025-10-10 21:20:00+00:00,2025-10-10 21:20:00+00:00,SHORT,SL,3770.29,4147.319,13.261579,-5000.0,35.0,-5035.0,LOSS,1985.0
140,PAXGUSDT,2025-10-11 15:55:00+00:00,2025-10-11 16:05:00+00:00,SHORT,TP,3986.2,3982.2138,12.543274,50.0,35.0,15.0,WIN,2000.0
141,PAXGUSDT,2025-10-12 00:25:00+00:00,2025-10-12 01:30:00+00:00,LONG,TP,3993.71,3997.7037,12.519687,50.0,35.0,15.0,WIN,2015.0
142,PAXGUSDT,2025-10-12 15:30:00+00:00,2025-10-12 15:35:00+00:00,SHORT,TP,4004.18,4000.1758,12.486951,50.0,35.0,15.0,WIN,2030.0
143,PAXGUSDT,2025-10-12 22:25:00+00:00,2025-10-12 22:25:00+00:00,LONG,TP,4032.71,4036.7427,12.39861,50.0,35.0,15.0,WIN,2045.0
144,PAXGUSDT,2025-10-14 06:45:00+00:00,2025-10-14 06:45:00+00:00,SHORT,TP,4113.58,4109.4664,12.154863,50.0,35.0,15.0,WIN,2060.0
145,PAXGUSDT,2025-10-14 17:00:00+00:00,2025-10-14 17:00:00+00:00,LONG,TP,4151.54,4155.6915,12.043724,50.0,35.0,15.0,WIN,2075.0
146,PAXGUSDT,2025-10-15 19:35:00+00:00,2025-10-15 20:00:00+00:00,LONG,TP,4228.5,4232.7285,11.824524,50.0,35.0,15.0,WIN,2090.0
147,PAXGUSDT,2025-10-16 05:55:00+00:00,2025-10-16 05:55:00+00:00,SHORT,TP,4225.58,4221.3544,11.832695,50.0,35.0,15.0,WIN,2105.0
148,PAXGUSDT,2025-10-16 12:10:00+00:00,2025-10-16 12:35:00+00:00,LONG,TP,4257.89,4262.1479,11.742906,50.0,35.0,15.0,WIN,2120.0
149,PAXGUSDT,2025-10-17 11:00:00+00:00,2025-10-17 11:10:00+00:00,SHORT,TP,4372.94,4368.5671,11.433955,50.0,35.0,15.0,WIN,2135.0
150,PAXGUSDT,2025-10-18 17:45:00+00:00,2025-10-18 19:20:00+00:00,LONG,TP,4256.18,4260.4362,11.747623,50.0,35.0,15.0,WIN,2150.0
151,PAXGUSDT,2025-10-19 00:40:00+00:00,2025-10-19 08:25:00+00:00,SHORT,TP,4240.51,4236.2695,11.791035,50.0,35.0,15.0,WIN,2165.0
152,PAXGUSDT,2025-10-19 10:30:00+00:00,2025-10-19 22:05:00+00:00,LONG,TP,4247.4,4251.6474,11.771908,50.0,35.0,15.0,WIN,2180.0
153,PAXGUSDT,2025-10-19 22:15:00+00:00,2025-10-19 22:15:00+00:00,LONG,TP,4253.17,4257.4232,11.755937,50.0,35.0,15.0,WIN,2195.0
154,PAXGUSDT,2025-10-20 00:15:00+00:00,2025-10-20 00:25:00+00:00,SHORT,TP,4220.53,4216.3095,11.846853,50.0,35.0,15.0,WIN,2210.0
155,PAXGUSDT,2025-10-20 01:30:00+00:00,2025-10-20 01:45:00+00:00,LONG,TP,4253.33,4257.5833,11.755495,50.0,35.0,15.0,WIN,2225.0
156,PAXGUSDT,2025-10-20 08:50:00+00:00,2025-10-20 08:50:00+00:00,SHORT,TP,4239.77,4235.5302,11.793093,50.0,35.0,15.0,WIN,2240.0
157,PAXGUSDT,2025-10-20 12:15:00+00:00,2025-10-20 12:15:00+00:00,LONG,TP,4275.56,4279.8356,11.694375,50.0,35.0,15.0,WIN,2255.0
158,PAXGUSDT,2025-10-21 01:55:00+00:00,2025-10-21 02:05:00+00:00,SHORT,TP,4350.4,4346.0496,11.493196,50.0,35.0,15.0,WIN,2270.0
159,PAXGUSDT,2025-10-22 05:25:00+00:00,2025-10-22 06:30:00+00:00,LONG,TP,4145.35,4149.4954,12.061708,50.0,35.0,15.0,WIN,2285.0
160,PAXGUSDT,2025-10-22 09:20:00+00:00,2025-10-22 09:20:00+00:00,SHORT,TP,4079.18,4075.1008,12.257365,50.0,35.0,15.0,WIN,2300.0
161,PAXGUSDT,2025-10-22 18:05:00+00:00,2025-10-22 18:15:00+00:00,LONG,TP,4074.82,4078.8948,12.270481,50.0,35.0,15.0,WIN,2315.0
162,PAXGUSDT,2025-10-23 06:15:00+00:00,2025-10-23 13:00:00+00:00,LONG,TP,4127.6,4131.7276,12.113577,50.0,35.0,15.0,WIN,2330.0
163,PAXGUSDT,2025-10-23 20:05:00+00:00,2025-10-23 20:05:00+00:00,SHORT,TP,4111.3,4107.1887,12.161603,50.0,35.0,15.0,WIN,2345.0
164,PAXGUSDT,2025-10-24 04:25:00+00:00,2025-10-24 04:30:00+00:00,SHORT,TP,4107.49,4103.3825,12.172884,50.0,35.0,15.0,WIN,2360.0
165,PAXGUSDT,2025-10-24 13:25:00+00:00,2025-10-24 13:35:00+00:00,LONG,TP,4108.25,4112.3582,12.170632,50.0,35.0,15.0,WIN,2375.0
166,PAXGUSDT,2025-10-24 20:30:00+00:00,2025-10-26 22:00:00+00:00,SHORT,TP,4091.17,4087.0788,12.221443,50.0,35.0,15.0,WIN,2390.0
167,PAXGUSDT,2025-10-27 06:35:00+00:00,2025-11-10 12:00:00+00:00,LONG,TP,4078.96,4083.039,12.258027,50.0,35.0,15.0,WIN,2405.0
168,PAXGUSDT,2025-11-11 09:25:00+00:00,2025-11-12 15:10:00+00:00,LONG,TP,4132.28,4136.4123,12.099858,50.0,35.0,15.0,WIN,2420.0
169,PAXGUSDT,2025-11-13 00:20:00+00:00,2025-11-13 01:15:00+00:00,SHORT,TP,4173.75,4169.5762,11.979635,50.0,35.0,15.0,WIN,2435.0
170,PAXGUSDT,2025-11-13 03:50:00+00:00,2025-11-13 03:55:00+00:00,LONG,TP,4192.83,4197.0228,11.92512,50.0,35.0,15.0,WIN,2450.0
171,PAXGUSDT,2025-11-13 14:50:00+00:00,2025-11-13 15:30:00+00:00,SHORT,TP,4176.78,4172.6032,11.970944,50.0,35.0,15.0,WIN,2465.0
172,PAXGUSDT,2025-11-14 01:50:00+00:00,2025-11-14 01:50:00+00:00,LONG,TP,4171.63,4175.8016,11.985723,50.0,35.0,15.0,WIN,2480.0
173,PAXGUSDT,2025-11-14 07:00:00+00:00,2025-11-14 07:00:00+00:00,SHORT,TP,4158.65,4154.4913,12.023133,50.0,35.0,15.0,WIN,2495.0
174,PAXGUSDT,2025-11-14 23:25:00+00:00,2025-11-17 05:15:00+00:00,SHORT,TP,4064.37,4060.3056,12.30203,50.0,35.0,15.0,WIN,2510.0
175,PAXGUSDT,2025-11-17 18:55:00+00:00,2025-11-17 19:00:00+00:00,SHORT,TP,4050.38,4046.3296,12.344521,50.0,35.0,15.0,WIN,2525.0
176,PAXGUSDT,2025-11-18 08:55:00+00:00,2025-11-18 10:45:00+00:00,LONG,TP,4034.98,4039.015,12.391635,50.0,35.0,15.0,WIN,2540.0
177,PAXGUSDT,2025-11-19 02:05:00+00:00,2025-11-19 17:00:00+00:00,SHORT,TP,4052.49,4048.4375,12.338093,50.0,35.0,15.0,WIN,2555.0
178,PAXGUSDT,2025-11-19 23:40:00+00:00,2025-11-19 23:45:00+00:00,LONG,TP,4087.66,4091.7477,12.231937,50.0,35.0,15.0,WIN,2570.0
179,PAXGUSDT,2025-11-20 02:15:00+00:00,2025-11-20 02:15:00+00:00,SHORT,TP,4056.03,4051.974,12.327325,50.0,35.0,15.0,WIN,2585.0
180,PAXGUSDT,2025-11-20 10:15:00+00:00,2025-11-20 11:00:00+00:00,SHORT,TP,4052.32,4048.2677,12.338611,50.0,35.0,15.0,WIN,2600.0
181,PAXGUSDT,2025-11-20 12:50:00+00:00,2025-11-20 13:00:00+00:00,LONG,TP,4069.25,4073.3192,12.287277,50.0,35.0,15.0,WIN,2615.0
182,PAXGUSDT,2025-11-20 17:00:00+00:00,2025-11-20 17:05:00+00:00,SHORT,TP,4040.51,4036.4695,12.374675,50.0,35.0,15.0,WIN,2630.0
183,PAXGUSDT,2025-11-20 23:25:00+00:00,2025-11-20 23:45:00+00:00,LONG,TP,4075.39,4079.4654,12.268764,50.0,35.0,15.0,WIN,2645.0
184,PAXGUSDT,2025-11-21 12:55:00+00:00,2025-11-21 12:55:00+00:00,LONG,TP,4052.16,4056.2122,12.339098,50.0,35.0,15.0,WIN,2660.0
185,PAXGUSDT,2025-11-21 20:55:00+00:00,2025-11-21 21:05:00+00:00,SHORT,TP,4058.59,4054.5314,12.319549,50.0,35.0,15.0,WIN,2675.0
186,PAXGUSDT,2025-11-24 01:55:00+00:00,2025-11-24 01:55:00+00:00,SHORT,TP,4039.19,4035.1508,12.378719,50.0,35.0,15.0,WIN,2690.0
187,PAXGUSDT,2025-11-24 08:20:00+00:00,2025-11-24 09:10:00+00:00,LONG,TP,4057.15,4061.2072,12.323922,50.0,35.0,15.0,WIN,2705.0
188,PAXGUSDT,2025-11-25 08:55:00+00:00,2025-12-23 08:15:00+00:00,SHORT,SL,4106.55,4517.205,12.175671,-5000.0,35.0,-5035.0,LOSS,-2330.0
189,PAXGUSDT,2025-12-23 12:05:00+00:00,2025-12-23 13:15:00+00:00,LONG,TP,4506.91,4511.4169,11.094076,50.0,35.0,15.0,WIN,-2315.0
190,PAXGUSDT,2025-12-23 14:15:00+00:00,2025-12-23 14:15:00+00:00,SHORT,TP,4484.7,4480.2153,11.149018,50.0,35.0,15.0,WIN,-2300.0
191,PAXGUSDT,2025-12-23 21:05:00+00:00,2025-12-23 23:05:00+00:00,LONG,TP,4507.31,4511.8173,11.093091,50.0,35.0,15.0,WIN,-2285.0
192,PAXGUSDT,2025-12-24 06:25:00+00:00,2025-12-24 07:55:00+00:00,SHORT,TP,4505.15,4500.6448,11.09841,50.0,35.0,15.0,WIN,-2270.0
193,PAXGUSDT,2025-12-24 10:45:00+00:00,2025-12-24 13:10:00+00:00,SHORT,TP,4502.0,4497.498,11.106175,50.0,35.0,15.0,WIN,-2255.0
194,PAXGUSDT,2025-12-25 01:35:00+00:00,2025-12-29 07:00:00+00:00,SHORT,TP,4489.0,4484.511,11.138338,50.0,35.0,15.0,WIN,-2240.0
195,PAXGUSDT,2025-12-30 00:15:00+00:00,2025-12-30 00:15:00+00:00,LONG,TP,4364.25,4368.6142,11.456722,50.0,35.0,15.0,WIN,-2225.0
196,PAXGUSDT,2025-12-30 15:00:00+00:00,2025-12-30 15:00:00+00:00,SHORT,TP,4383.08,4378.6969,11.407503,50.0,35.0,15.0,WIN,-2210.0
197,PAXGUSDT,2025-12-30 16:20:00+00:00,2025-12-30 19:45:00+00:00,SHORT,TP,4382.2,4377.8178,11.409794,50.0,35.0,15.0,WIN,-2195.0
198,PAXGUSDT,2025-12-31 20:50:00+00:00,2025-12-31 20:50:00+00:00,SHORT,TP,4333.75,4329.4162,11.537352,50.0,35.0,15.0,WIN,-2180.0
199,PAXGUSDT,2026-01-01 16:35:00+00:00,2026-01-01 21:30:00+00:00,SHORT,TP,4340.86,4336.5191,11.518455,50.0,35.0,15.0,WIN,-2165.0
